game_type,horizon_type,T,p,E_T,p_in_prompt,p_prompt,reasoning_mode,seed,player1,player2,round,answer1,answer2,points1,points2,total1,total2
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,8,J,J,8,8,64,64
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,9,J,J,8,8,72,72
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,10,J,J,8,8,80,80
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,11,J,J,8,8,88,88
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,12,J,J,8,8,96,96
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,13,J,J,8,8,104,104
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,14,J,J,8,8,112,112
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,15,J,J,8,8,120,120
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,16,J,J,8,8,128,128
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,17,J,J,8,8,136,136
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,18,J,J,8,8,144,144
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,19,J,J,8,8,152,152
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,20,J,J,8,8,160,160
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,21,J,J,8,8,168,168
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,22,J,J,8,8,176,176
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,23,J,J,8,8,184,184
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,24,J,J,8,8,192,192
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,25,J,J,8,8,200,200
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,26,J,J,8,8,208,208
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,27,J,J,8,8,216,216
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,28,J,J,8,8,224,224
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,29,J,J,8,8,232,232
PD,fixed,30,,,False,,baseline,2,act_deepseek,act_openai_gpt,30,J,J,8,8,240,240
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,1,J,F,0,10,0,10
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,2,J,F,0,10,0,20
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,3,F,J,10,0,10,20
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,4,J,F,0,10,10,30
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,5,F,J,10,0,20,30
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,6,F,F,5,5,25,35
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,7,F,F,5,5,30,40
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,8,F,F,5,5,35,45
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,9,F,F,5,5,40,50
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,10,F,J,10,0,50,50
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,11,F,F,5,5,55,55
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,12,F,F,5,5,60,60
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,13,J,F,0,10,60,70
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,14,J,F,0,10,60,80
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,15,F,F,5,5,65,85
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,16,F,F,5,5,70,90
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,17,F,F,5,5,75,95
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,18,F,F,5,5,80,100
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,19,F,J,10,0,90,100
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,20,F,J,10,0,100,100
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,21,J,F,0,10,100,110
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,22,F,F,5,5,105,115
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,23,F,F,5,5,110,120
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,24,F,F,5,5,115,125
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,25,F,J,10,0,125,125
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,26,F,F,5,5,130,130
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,27,F,J,10,0,140,130
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,28,F,F,5,5,145,135
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,29,F,F,5,5,150,140
PD,fixed,30,,,False,,baseline,3,act_deepseek,act_openai_gpt,30,F,F,5,5,155,145
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,1,J,J,8,8,8,8
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,2,J,F,0,10,8,18
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,3,J,F,0,10,8,28
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,4,F,F,5,5,13,33
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,5,J,F,0,10,13,43
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,6,F,F,5,5,18,48
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,7,F,F,5,5,23,53
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,8,F,F,5,5,28,58
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,9,F,F,5,5,33,63
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,10,F,F,5,5,38,68
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,11,F,F,5,5,43,73
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,12,F,F,5,5,48,78
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,13,F,F,5,5,53,83
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,14,J,F,0,10,53,93
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,15,F,F,5,5,58,98
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,16,F,F,5,5,63,103
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,17,F,F,5,5,68,108
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,18,F,F,5,5,73,113
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,19,F,F,5,5,78,118
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,20,F,F,5,5,83,123
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,21,F,F,5,5,88,128
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,22,F,F,5,5,93,133
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,23,F,F,5,5,98,138
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,24,F,F,5,5,103,143
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,25,F,F,5,5,108,148
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,26,F,F,5,5,113,153
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,27,F,F,5,5,118,158
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,28,F,F,5,5,123,163
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,29,F,F,5,5,128,168
PD,fixed,30,,,False,,baseline,4,act_deepseek,act_openai_gpt,30,F,F,5,5,133,173
