game_type,horizon_type,T,p,E_T,p_in_prompt,p_prompt,reasoning_mode,seed,player1,player2,round,answer1,answer2,points1,points2,total1,total2
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,3,F,J,10,0,15,15
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,4,F,F,5,5,20,20
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,5,F,F,5,5,25,25
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,6,J,J,8,8,33,33
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,7,J,J,8,8,41,41
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,8,F,F,5,5,46,46
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,9,F,J,10,0,56,46
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,10,F,F,5,5,61,51
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,11,F,F,5,5,66,56
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,12,F,F,5,5,71,61
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,13,J,F,0,10,71,71
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,14,F,F,5,5,76,76
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,15,J,F,0,10,76,86
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,16,F,J,10,0,86,86
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,17,J,F,0,10,86,96
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,18,F,F,5,5,91,101
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,19,J,F,0,10,91,111
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,20,F,F,5,5,96,116
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,21,F,F,5,5,101,121
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,22,F,F,5,5,106,126
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,23,F,J,10,0,116,126
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,24,F,F,5,5,121,131
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,25,F,F,5,5,126,136
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,26,F,F,5,5,131,141
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,27,F,F,5,5,136,146
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,28,F,F,5,5,141,151
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,29,F,F,5,5,146,156
PD,fixed,30,,,True,0.3,baseline,1,act_deepseek,act_openai_gpt,30,F,F,5,5,151,161
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,1,J,J,8,8,8,8
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,2,J,J,8,8,16,16
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,3,J,J,8,8,24,24
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,4,J,J,8,8,32,32
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,5,J,J,8,8,40,40
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,6,J,J,8,8,48,48
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,7,J,J,8,8,56,56
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,8,J,J,8,8,64,64
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,9,J,J,8,8,72,72
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,10,J,J,8,8,80,80
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,11,J,J,8,8,88,88
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,12,J,J,8,8,96,96
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,13,J,J,8,8,104,104
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,14,J,J,8,8,112,112
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,15,J,J,8,8,120,120
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,16,J,J,8,8,128,128
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,17,J,J,8,8,136,136
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,18,J,J,8,8,144,144
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,19,J,J,8,8,152,152
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,20,J,J,8,8,160,160
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,21,J,J,8,8,168,168
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,22,J,J,8,8,176,176
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,23,J,J,8,8,184,184
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,24,J,J,8,8,192,192
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,25,J,J,8,8,200,200
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,26,J,J,8,8,208,208
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,27,J,J,8,8,216,216
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,28,J,J,8,8,224,224
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,29,J,J,8,8,232,232
PD,fixed,30,,,True,0.3,baseline,2,act_deepseek,act_openai_gpt,30,F,J,10,0,242,232
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,1,J,F,0,10,0,10
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,2,F,F,5,5,5,15
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,3,F,J,10,0,15,15
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,4,F,F,5,5,20,20
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,5,F,F,5,5,25,25
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,6,F,F,5,5,30,30
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,7,F,F,5,5,35,35
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,8,F,F,5,5,40,40
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,9,F,J,10,0,50,40
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,10,F,F,5,5,55,45
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,11,J,F,0,10,55,55
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,12,F,F,5,5,60,60
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,13,F,F,5,5,65,65
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,14,F,F,5,5,70,70
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,15,F,F,5,5,75,75
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,16,F,F,5,5,80,80
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,17,F,F,5,5,85,85
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,18,F,F,5,5,90,90
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,19,F,F,5,5,95,95
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,20,F,F,5,5,100,100
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,21,F,F,5,5,105,105
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,22,F,F,5,5,110,110
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,23,F,F,5,5,115,115
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,24,F,F,5,5,120,120
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,25,F,F,5,5,125,125
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,26,F,F,5,5,130,130
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,27,F,F,5,5,135,135
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,28,F,F,5,5,140,140
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,29,F,F,5,5,145,145
PD,fixed,30,,,True,0.3,baseline,3,act_deepseek,act_openai_gpt,30,F,F,5,5,150,150
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,1,J,J,8,8,8,8
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,2,J,J,8,8,16,16
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,3,J,J,8,8,24,24
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,4,J,J,8,8,32,32
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,5,J,J,8,8,40,40
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,6,J,J,8,8,48,48
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,7,J,J,8,8,56,56
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,8,J,J,8,8,64,64
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,9,J,J,8,8,72,72
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,10,J,J,8,8,80,80
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,11,J,J,8,8,88,88
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,12,J,J,8,8,96,96
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,13,J,J,8,8,104,104
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,14,J,J,8,8,112,112
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,15,J,J,8,8,120,120
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,16,J,J,8,8,128,128
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,17,J,J,8,8,136,136
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,18,J,J,8,8,144,144
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,19,J,J,8,8,152,152
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,20,J,J,8,8,160,160
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,21,J,J,8,8,168,168
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,22,J,J,8,8,176,176
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,23,J,J,8,8,184,184
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,24,J,J,8,8,192,192
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,25,J,J,8,8,200,200
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,26,J,J,8,8,208,208
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,27,J,J,8,8,216,216
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,28,J,J,8,8,224,224
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,29,J,J,8,8,232,232
PD,fixed,30,,,True,0.3,baseline,4,act_deepseek,act_openai_gpt,30,F,J,10,0,242,232
