match_id,game_type,horizon_type,path,L_window,reasoning_mode,seed,max_round,player1,player2,round,p_now,p_in_prompt,answer1,answer2,points1,points2,total1,total2
exp3-PD-rw-baseline-seed6-rep0,PD,continuation_dynamic,rw,5,baseline,6,200,act_openai_gpt,act_kimi,4,1.0,1,J,J,8,8,32,32
exp3-PD-rw-baseline-seed6-rep0,PD,continuation_dynamic,rw,5,baseline,6,200,act_openai_gpt,act_kimi,5,0.5504541017264305,1,J,J,8,8,40,40
exp3-PD-rw-baseline-seed6-rep0,PD,continuation_dynamic,rw,5,baseline,6,200,act_openai_gpt,act_kimi,6,0.0,1,J,J,8,8,48,48
exp3-PD-rw-baseline-seed8-rep0,PD,continuation_dynamic,rw,5,baseline,8,200,act_openai_gpt,act_kimi,1,1.0,1,J,J,8,8,8,8
exp3-PD-rw-baseline-seed8-rep0,PD,continuation_dynamic,rw,5,baseline,8,200,act_openai_gpt,act_kimi,2,1.0,1,J,J,8,8,16,16
exp3-PD-rw-baseline-seed8-rep0,PD,continuation_dynamic,rw,5,baseline,8,200,act_openai_gpt,act_kimi,3,1.0,1,J,J,8,8,24,24
exp3-PD-rw-baseline-seed8-rep0,PD,continuation_dynamic,rw,5,baseline,8,200,act_openai_gpt,act_kimi,4,0.026514845488726846,1,J,J,8,8,32,32
exp3-PD-rw-cot-seed0-rep0,PD,continuation_dynamic,rw,5,cot,0,200,act_openai_gpt,act_kimi,1,1.0,1,F,F,5,5,5,5
exp3-PD-rw-cot-seed0-rep0,PD,continuation_dynamic,rw,5,cot,0,200,act_openai_gpt,act_kimi,2,1.0,1,F,J,10,0,15,5
exp3-PD-rw-cot-seed0-rep0,PD,continuation_dynamic,rw,5,cot,0,200,act_openai_gpt,act_kimi,3,1.0,1,J,J,8,8,23,13
exp3-PD-rw-cot-seed0-rep0,PD,continuation_dynamic,rw,5,cot,0,200,act_openai_gpt,act_kimi,4,1.0,1,J,J,8,8,31,21
exp3-PD-rw-cot-seed0-rep0,PD,continuation_dynamic,rw,5,cot,0,200,act_openai_gpt,act_kimi,5,1.0,1,J,J,8,8,39,29
exp3-PD-rw-cot-seed0-rep0,PD,continuation_dynamic,rw,5,cot,0,200,act_openai_gpt,act_kimi,6,1.0,1,J,J,8,8,47,37
exp3-PD-rw-cot-seed0-rep0,PD,continuation_dynamic,rw,5,cot,0,200,act_openai_gpt,act_kimi,7,0.5113610600617945,1,F,F,5,5,52,42
exp3-PD-rw-cot-seed2-rep0,PD,continuation_dynamic,rw,5,cot,2,200,act_openai_gpt,act_kimi,1,1.0,1,F,F,5,5,5,5
exp3-PD-rw-cot-seed2-rep0,PD,continuation_dynamic,rw,5,cot,2,200,act_openai_gpt,act_kimi,2,0.7916210762972646,1,F,J,10,0,15,5
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_openai_gpt,act_kimi,1,1.0,1,J,F,0,10,0,10
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_openai_gpt,act_kimi,2,1.0,1,J,J,8,8,8,18
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_openai_gpt,act_kimi,3,1.0,1,J,J,8,8,16,26
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_openai_gpt,act_kimi,4,0.5020455344465675,1,F,J,10,0,26,26
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_openai_gpt,act_kimi,5,0.8488447885922233,1,F,F,5,5,31,31
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_openai_gpt,act_kimi,6,0.6396940285787683,1,F,J,10,0,41,31
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_openai_gpt,act_kimi,7,0.0,1,J,F,0,10,41,41
exp3-PD-rw-cot-seed6-rep0,PD,continuation_dynamic,rw,5,cot,6,200,act_openai_gpt,act_kimi,1,1.0,1,J,F,0,10,0,10
exp3-PD-rw-cot-seed6-rep0,PD,continuation_dynamic,rw,5,cot,6,200,act_openai_gpt,act_kimi,2,0.8441081632562417,1,J,J,8,8,8,18
exp3-PD-rw-cot-seed6-rep0,PD,continuation_dynamic,rw,5,cot,6,200,act_openai_gpt,act_kimi,3,1.0,1,F,J,10,0,18,18
exp3-PD-rw-cot-seed6-rep0,PD,continuation_dynamic,rw,5,cot,6,200,act_openai_gpt,act_kimi,4,1.0,1,F,J,10,0,28,18
exp3-PD-rw-cot-seed6-rep0,PD,continuation_dynamic,rw,5,cot,6,200,act_openai_gpt,act_kimi,5,0.5504541017264305,1,J,J,8,8,36,26
exp3-PD-rw-cot-seed6-rep0,PD,continuation_dynamic,rw,5,cot,6,200,act_openai_gpt,act_kimi,6,0.0,1,F,F,5,5,41,31
exp3-PD-rw-cot-seed8-rep0,PD,continuation_dynamic,rw,5,cot,8,200,act_openai_gpt,act_kimi,1,1.0,1,J,F,0,10,0,10
exp3-PD-rw-cot-seed8-rep0,PD,continuation_dynamic,rw,5,cot,8,200,act_openai_gpt,act_kimi,2,1.0,1,F,J,10,0,10,10
exp3-PD-rw-cot-seed8-rep0,PD,continuation_dynamic,rw,5,cot,8,200,act_openai_gpt,act_kimi,3,1.0,1,F,J,10,0,20,10
exp3-PD-rw-cot-seed8-rep0,PD,continuation_dynamic,rw,5,cot,8,200,act_openai_gpt,act_kimi,4,0.026514845488726846,1,J,J,8,8,28,18
exp3-PD-rw-scot-seed0-rep0,PD,continuation_dynamic,rw,5,scot,0,200,act_openai_gpt,act_kimi,1,1.0,1,J,J,8,8,8,8
exp3-PD-rw-scot-seed0-rep0,PD,continuation_dynamic,rw,5,scot,0,200,act_openai_gpt,act_kimi,2,1.0,1,J,J,8,8,16,16
exp3-PD-rw-scot-seed0-rep0,PD,continuation_dynamic,rw,5,scot,0,200,act_openai_gpt,act_kimi,3,1.0,1,J,J,8,8,24,24
exp3-PD-rw-scot-seed0-rep0,PD,continuation_dynamic,rw,5,scot,0,200,act_openai_gpt,act_kimi,4,1.0,1,J,J,8,8,32,32
exp3-PD-rw-scot-seed0-rep0,PD,continuation_dynamic,rw,5,scot,0,200,act_openai_gpt,act_kimi,5,1.0,1,J,J,8,8,40,40
exp3-PD-rw-scot-seed0-rep0,PD,continuation_dynamic,rw,5,scot,0,200,act_openai_gpt,act_kimi,6,1.0,1,J,J,8,8,48,48
exp3-PD-rw-scot-seed0-rep0,PD,continuation_dynamic,rw,5,scot,0,200,act_openai_gpt,act_kimi,7,0.5113610600617945,1,J,J,8,8,56,56
exp3-PD-rw-scot-seed2-rep0,PD,continuation_dynamic,rw,5,scot,2,200,act_openai_gpt,act_kimi,1,1.0,1,J,J,8,8,8,8
exp3-PD-rw-scot-seed2-rep0,PD,continuation_dynamic,rw,5,scot,2,200,act_openai_gpt,act_kimi,2,0.7916210762972646,1,J,J,8,8,16,16
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_openai_gpt,act_kimi,1,1.0,1,F,J,10,0,10,0
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_openai_gpt,act_kimi,2,1.0,1,F,F,5,5,15,5
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_openai_gpt,act_kimi,3,1.0,1,F,F,5,5,20,10
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_openai_gpt,act_kimi,4,0.5020455344465675,1,F,F,5,5,25,15
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_openai_gpt,act_kimi,5,0.8488447885922233,1,F,F,5,5,30,20
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_openai_gpt,act_kimi,6,0.6396940285787683,1,F,F,5,5,35,25
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_openai_gpt,act_kimi,7,0.0,1,F,F,5,5,40,30
exp3-PD-rw-scot-seed6-rep0,PD,continuation_dynamic,rw,5,scot,6,200,act_openai_gpt,act_kimi,1,1.0,1,J,J,8,8,8,8
exp3-PD-rw-scot-seed6-rep0,PD,continuation_dynamic,rw,5,scot,6,200,act_openai_gpt,act_kimi,2,0.8441081632562417,1,J,J,8,8,16,16
exp3-PD-rw-scot-seed6-rep0,PD,continuation_dynamic,rw,5,scot,6,200,act_openai_gpt,act_kimi,3,1.0,1,J,J,8,8,24,24
exp3-PD-rw-scot-seed6-rep0,PD,continuation_dynamic,rw,5,scot,6,200,act_openai_gpt,act_kimi,4,1.0,1,J,J,8,8,32,32
exp3-PD-rw-scot-seed6-rep0,PD,continuation_dynamic,rw,5,scot,6,200,act_openai_gpt,act_kimi,5,0.5504541017264305,1,J,J,8,8,40,40
exp3-PD-rw-scot-seed6-rep0,PD,continuation_dynamic,rw,5,scot,6,200,act_openai_gpt,act_kimi,6,0.0,1,F,J,10,0,50,40
exp3-PD-rw-scot-seed8-rep0,PD,continuation_dynamic,rw,5,scot,8,200,act_openai_gpt,act_kimi,1,1.0,1,J,J,8,8,8,8
exp3-PD-rw-scot-seed8-rep0,PD,continuation_dynamic,rw,5,scot,8,200,act_openai_gpt,act_kimi,2,1.0,1,J,J,8,8,16,16
exp3-PD-rw-scot-seed8-rep0,PD,continuation_dynamic,rw,5,scot,8,200,act_openai_gpt,act_kimi,3,1.0,1,J,J,8,8,24,24
exp3-PD-rw-scot-seed8-rep0,PD,continuation_dynamic,rw,5,scot,8,200,act_openai_gpt,act_kimi,4,0.026514845488726846,1,J,J,8,8,32,32
