match_id,game_type,horizon_type,path,L_window,reasoning_mode,seed,max_round,player1,player2,round,p_now,p_in_prompt,answer1,answer2,points1,points2,total1,total2
exp3-PD-rw-baseline-seed8-rep0,PD,continuation_dynamic,rw,5,baseline,8,200,act_deepseek,act_openai_gpt,2,0.504560235830991,1,J,J,8,8,16,16
exp3-PD-rw-baseline-seed10-rep0,PD,continuation_dynamic,rw,5,baseline,10,200,act_deepseek,act_openai_gpt,1,0.5,1,J,F,0,10,0,10
exp3-PD-rw-cot-seed0-rep0,PD,continuation_dynamic,rw,5,cot,0,200,act_deepseek,act_openai_gpt,1,0.5,1,F,F,5,5,5,5
exp3-PD-rw-cot-seed2-rep0,PD,continuation_dynamic,rw,5,cot,2,200,act_deepseek,act_openai_gpt,1,0.5,1,F,J,10,0,10,0
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_deepseek,act_openai_gpt,1,0.5,1,F,F,5,5,5,5
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_deepseek,act_openai_gpt,2,0.502528085357147,1,F,F,5,5,10,10
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_deepseek,act_openai_gpt,3,0.5275256520190384,1,F,F,5,5,15,15
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_deepseek,act_openai_gpt,4,0.4777302054636952,1,F,F,5,5,20,20
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_deepseek,act_openai_gpt,5,0.5124101308782608,1,F,F,5,5,25,25
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_deepseek,act_openai_gpt,6,0.4914950548769153,1,F,F,5,5,30,30
exp3-PD-rw-cot-seed4-rep0,PD,continuation_dynamic,rw,5,cot,4,200,act_deepseek,act_openai_gpt,7,0.4122661931213091,1,F,F,5,5,35,35
exp3-PD-rw-cot-seed6-rep0,PD,continuation_dynamic,rw,5,cot,6,200,act_deepseek,act_openai_gpt,1,0.5,1,F,F,5,5,5,5
exp3-PD-rw-cot-seed8-rep0,PD,continuation_dynamic,rw,5,cot,8,200,act_deepseek,act_openai_gpt,1,0.5,1,F,F,5,5,5,5
exp3-PD-rw-cot-seed8-rep0,PD,continuation_dynamic,rw,5,cot,8,200,act_deepseek,act_openai_gpt,2,0.504560235830991,1,F,J,10,0,15,5
exp3-PD-rw-cot-seed10-rep0,PD,continuation_dynamic,rw,5,cot,10,200,act_deepseek,act_openai_gpt,1,0.5,1,F,J,10,0,10,0
exp3-PD-rw-scot-seed0-rep0,PD,continuation_dynamic,rw,5,scot,0,200,act_deepseek,act_openai_gpt,1,0.5,1,J,J,8,8,8,8
exp3-PD-rw-scot-seed2-rep0,PD,continuation_dynamic,rw,5,scot,2,200,act_deepseek,act_openai_gpt,1,0.5,1,J,F,0,10,0,10
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_deepseek,act_openai_gpt,1,0.5,1,J,J,8,8,8,8
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_deepseek,act_openai_gpt,2,0.502528085357147,1,J,J,8,8,16,16
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_deepseek,act_openai_gpt,3,0.5275256520190384,1,J,J,8,8,24,24
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_deepseek,act_openai_gpt,4,0.4777302054636952,1,J,J,8,8,32,32
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_deepseek,act_openai_gpt,5,0.5124101308782608,1,J,J,8,8,40,40
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_deepseek,act_openai_gpt,6,0.4914950548769153,1,J,J,8,8,48,48
exp3-PD-rw-scot-seed4-rep0,PD,continuation_dynamic,rw,5,scot,4,200,act_deepseek,act_openai_gpt,7,0.4122661931213091,1,J,J,8,8,56,56
exp3-PD-rw-scot-seed6-rep0,PD,continuation_dynamic,rw,5,scot,6,200,act_deepseek,act_openai_gpt,1,0.5,1,J,J,8,8,8,8
exp3-PD-rw-scot-seed8-rep0,PD,continuation_dynamic,rw,5,scot,8,200,act_deepseek,act_openai_gpt,1,0.5,1,J,J,8,8,8,8
exp3-PD-rw-scot-seed8-rep0,PD,continuation_dynamic,rw,5,scot,8,200,act_deepseek,act_openai_gpt,2,0.504560235830991,1,J,J,8,8,16,16
exp3-PD-rw-scot-seed10-rep0,PD,continuation_dynamic,rw,5,scot,10,200,act_deepseek,act_openai_gpt,1,0.5,1,J,J,8,8,8,8
